PassengerId,Survived,Pclass,,,Name,Sex,,Age,,,SibSp,Parch,Ticket,Fare,,Cabin,Embarked
176,0,3,0,0,"Klasen, Mr. Klas Albin",male,0,18,0,1,1,1,350404,7.8542,0,,S
372,0,3,0,0,"Wiklund, Mr. Jakob Alfred",male,0,18,0,1,1,0,3101267,6.4958,0,,S
425,0,3,0,0,"Rosblom, Mr. Viktor Richard",male,0,18,0,1,1,1,370129,20.2125,0,,S
655,0,3,0,0,"Hegarty, Miss. Hanora ""Nora""",female,1,18,0,1,0,0,365226,6.75,0,,Q
676,0,3,0,0,"Edvardsson, Mr. Gustaf Hjalmar",male,0,18,0,0,0,0,349912,7.775,0,,S
689,0,3,0,0,"Fischer, Mr. Eberhard Thelander",male,0,18,0,0,0,0,350036,7.7958,0,,S
703,0,3,0,0,"Barbara, Miss. Saiide",female,1,18,0,1,0,1,2691,14.4542,0,,C
776,0,3,0,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,0,18,0,0,0,0,347078,7.75,0,,S
808,0,3,0,0,"Pettersson, Miss. Ellen Natalia",female,1,18,0,1,0,0,347087,7.775,0,,S
835,0,3,0,0,"Allum, Mr. Owen George",male,0,18,0,0,0,0,2223,8.3,0,,S
115,0,3,0,0,"Attalah, Miss. Malake",female,1,17,0,1,0,0,2627,14.4583,0,,C
164,0,3,0,0,"Calic, Mr. Jovo",male,0,17,0,0,0,0,315093,8.6625,0,,S
434,0,3,0,0,"Kallio, Mr. Nikolai Erland",male,0,17,0,0,0,0,STON/O 2. 3101274,7.125,0,,S
501,0,3,0,0,"Calic, Mr. Petar",male,0,17,0,0,0,0,315086,8.6625,0,,S
533,0,3,0,0,"Elias, Mr. Joseph Jr",male,0,17,0,1,1,1,2690,7.2292,0,,C
722,0,3,0,0,"Jensen, Mr. Svend Lauritz",male,0,17,0,1,1,0,350048,7.0542,0,,S
845,0,3,0,0,"Culumovic, Mr. Jeso",male,0,17,0,0,0,0,315090,8.6625,0,,S
72,0,3,0,0,"Goodwin, Miss. Lillian Amy",female,1,16,0,1,5,2,CA 2144,46.9,1,,S
87,0,3,0,0,"Ford, Mr. William Neal",male,0,16,0,1,1,3,W./C. 6608,34.375,1,,S
139,0,3,0,0,"Osen, Mr. Olaf Elon",male,0,16,0,0,0,0,7534,9.2167,0,,S
267,0,3,0,0,"Panula, Mr. Ernesti Arvid",male,0,16,0,1,4,1,3101295,39.6875,1,,S
283,0,3,0,0,"de Pelsmaeker, Mr. Alfons",male,0,16,0,0,0,0,345778,9.5,0,,S
334,0,3,0,0,"Vander Planke, Mr. Leo Edmondus",male,0,16,0,1,2,0,345764,18,0,,S
575,0,3,0,0,"Rush, Mr. Alfred George John",male,0,16,0,0,0,0,A/4. 20589,8.05,0,,S
747,0,3,0,0,"Abbott, Mr. Rossmore Edward",male,0,16,0,1,1,1,C.A. 2673,20.25,0,,S
765,0,3,0,0,"Eklund, Mr. Hans Linus",male,0,16,0,0,0,0,347074,7.775,0,,S
353,0,3,0,0,"Elias, Mr. Tannous",male,0,15,0,1,1,1,2695,7.2292,0,,C
112,0,3,0,0,"Zabour, Miss. Hileni",female,1,14.5,0,1,1,0,2665,14.4542,0,,C
15,0,3,0,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,1,14,0,1,0,0,350406,7.8542,0,,S
684,0,3,0,0,"Goodwin, Mr. Charles Edward",male,0,14,0,1,5,2,CA 2144,46.9,1,,S
687,0,3,0,0,"Panula, Mr. Jaako Arnold",male,0,14,0,1,4,1,3101295,39.6875,1,,S
60,0,3,0,0,"Goodwin, Master. William Frederick",male,0,11,0,1,5,2,CA 2144,46.9,1,,S
543,0,3,0,0,"Andersson, Miss. Sigrid Elisabeth",female,1,11,0,1,4,2,347082,31.275,1,,S
732,0,3,0,0,"Hassan, Mr. Houssein G N",male,0,11,0,0,0,0,2699,18.7875,0,,C
420,0,3,0,0,"Van Impe, Miss. Catharina",female,1,10,0,1,0,2,345773,24.15,0,,S
820,0,3,0,0,"Skoog, Master. Karl Thorsten",male,0,10,0,1,3,2,347088,27.9,1,,S
148,0,3,0,0,"Ford, Miss. Robina Maggie ""Ruby""",female,1,9,0,1,2,2,W./C. 6608,34.375,1,,S
183,0,3,0,0,"Asplund, Master. Clarence Gustaf Hugo",male,0,9,0,1,4,2,347077,31.3875,1,,S
481,0,3,0,0,"Goodwin, Master. Harold Victor",male,0,9,0,1,5,2,CA 2144,46.9,1,,S
542,0,3,0,0,"Andersson, Miss. Ingeborg Constanzia",female,1,9,0,1,4,2,347082,31.275,1,,S
635,0,3,0,0,"Skoog, Miss. Mabel",female,1,9,0,1,3,2,347088,27.9,1,,S
853,0,3,0,0,"Boulos, Miss. Nourelain",female,1,9,0,1,1,1,2678,15.2458,0,,C
25,0,3,0,0,"Palsson, Miss. Torborg Danira",female,1,8,0,1,3,1,349909,21.075,0,,S
788,0,3,0,0,"Rice, Master. George Hugh",male,0,8,0,1,4,1,382652,29.125,1,,Q
51,0,3,0,0,"Panula, Master. Juha Niilo",male,0,7,0,1,4,1,3101295,39.6875,1,,S
279,0,3,0,0,"Rice, Master. Eric",male,0,7,0,1,4,1,382652,29.125,1,,Q
814,0,3,0,0,"Andersson, Miss. Ebba Iris Alfrida",female,1,6,0,1,4,2,347082,31.275,1,,S
64,0,3,0,0,"Skoog, Master. Harald",male,0,4,1,1,3,2,347088,27.9,1,,S
172,0,3,0,0,"Rice, Master. Arthur",male,0,4,1,1,4,1,382652,29.125,1,,Q
851,0,3,0,0,"Andersson, Master. Sigvard Harald Elias",male,0,4,1,1,4,2,347082,31.275,1,,S
375,0,3,0,0,"Palsson, Miss. Stina Viola",female,1,3,1,1,3,1,349909,21.075,0,,S
8,0,3,0,0,"Palsson, Master. Gosta Leonard",male,0,2,1,1,3,1,349909,21.075,0,,S
17,0,3,0,0,"Rice, Master. Eugene",male,0,2,1,1,4,1,382652,29.125,1,,Q
120,0,3,0,0,"Andersson, Miss. Ellis Anna Maria",female,1,2,1,1,4,2,347082,31.275,1,,S
206,0,3,0,0,"Strom, Miss. Telma Matilda",female,1,2,1,1,0,1,347054,10.4625,0,G6,S
643,0,3,0,0,"Skoog, Miss. Margit Elizabeth",female,1,2,1,1,3,2,347088,27.9,1,,S
825,0,3,0,0,"Panula, Master. Urho Abraham",male,0,2,1,1,4,1,3101295,39.6875,1,,S
165,0,3,0,0,"Panula, Master. Eino Viljami",male,0,1,1,1,4,1,3101295,39.6875,1,,S
387,0,3,0,0,"Goodwin, Master. Sidney Leonard",male,0,1,1,1,5,2,CA 2144,46.9,1,,S
6,0,3,0,0,"Moran, Mr. James",male,0,,0,0,0,0,330877,8.4583,0,,Q
27,0,3,0,0,"Emir, Mr. Farred Chehab",male,0,,0,0,0,0,2631,7.225,0,,C
30,0,3,0,0,"Todoroff, Mr. Lalio",male,0,,0,0,0,0,349216,7.8958,0,,S
43,0,3,0,0,"Kraeff, Mr. Theodor",male,0,,0,0,0,0,349253,7.8958,0,,C
46,0,3,0,0,"Rogers, Mr. William John",male,0,,0,0,0,0,S.C./A.4. 23567,8.05,0,,S
47,0,3,0,0,"Lennon, Mr. Denis",male,0,,0,1,1,0,370371,15.5,0,,Q
49,0,3,0,0,"Samaan, Mr. Youssef",male,0,,0,1,2,0,2662,21.6792,0,,C
77,0,3,0,0,"Staneff, Mr. Ivan",male,0,,0,0,0,0,349208,7.8958,0,,S
78,0,3,0,0,"Moutal, Mr. Rahamin Haim",male,0,,0,0,0,0,374746,8.05,0,,S
88,0,3,0,0,"Slocovski, Mr. Selman Francis",male,0,,0,0,0,0,SOTON/OQ 392086,8.05,0,,S
96,0,3,0,0,"Shorney, Mr. Charles Joseph",male,0,,0,0,0,0,374910,8.05,0,,S
102,0,3,0,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,0,,0,0,0,0,349215,7.8958,0,,S
122,0,3,0,0,"Moore, Mr. Leonard Charles",male,0,,0,0,0,0,A4. 54510,8.05,0,,S
127,0,3,0,0,"McMahon, Mr. Martin",male,0,,0,0,0,0,370372,7.75,0,,Q
141,0,3,0,0,"Boulos, Mrs. Joseph (Sultana)",female,1,,0,1,0,2,2678,15.2458,0,,C
155,0,3,0,0,"Olsen, Mr. Ole Martin",male,0,,0,0,0,0,Fa 265302,7.3125,0,,S
159,0,3,0,0,"Smiljanic, Mr. Mile",male,0,,0,0,0,0,315037,8.6625,0,,S
160,0,3,0,0,"Sage, Master. Thomas Henry",male,0,,0,1,8,2,CA. 2343,69.55,1,,S
177,0,3,0,0,"Lefebre, Master. Henry Forbes",male,0,,0,1,3,1,4133,25.4667,1,,S
181,0,3,0,0,"Sage, Miss. Constance Gladys",female,1,,0,1,8,2,CA. 2343,69.55,1,,S
197,0,3,0,0,"Mernagh, Mr. Robert",male,0,,0,0,0,0,368703,7.75,0,,Q
202,0,3,0,0,"Sage, Mr. Frederick",male,0,,0,1,8,2,CA. 2343,69.55,1,,S
215,0,3,0,0,"Kiernan, Mr. Philip",male,0,,0,1,1,0,367229,7.75,0,,Q
224,0,3,0,0,"Nenkoff, Mr. Christo",male,0,,0,0,0,0,349234,7.8958,0,,S
230,0,3,0,0,"Lefebre, Miss. Mathilde",female,1,,0,1,3,1,4133,25.4667,1,,S
236,0,3,0,0,"Harknett, Miss. Alice Phoebe",female,1,,0,1,0,0,W./C. 6609,7.55,0,,S
241,0,3,0,0,"Zabour, Miss. Thamine",female,1,,0,1,1,0,2665,14.4542,0,,C
251,0,3,0,0,"Reed, Mr. James George",male,0,,0,0,0,0,362316,7.25,0,,S
261,0,3,0,0,"Smith, Mr. Thomas",male,0,,0,0,0,0,384461,7.75,0,,Q
265,0,3,0,0,"Henry, Miss. Delia",female,1,,0,1,0,0,382649,7.75,0,,Q
305,0,3,0,0,"Williams, Mr. Howard Hugh ""Harry""",male,0,,0,0,0,0,A/5 2466,8.05,0,,S
325,0,3,0,0,"Sage, Mr. George John Jr",male,0,,0,1,8,2,CA. 2343,69.55,1,,S
336,0,3,0,0,"Denkoff, Mr. Mitto",male,0,,0,0,0,0,349225,7.8958,0,,S
355,0,3,0,0,"Yousif, Mr. Wazli",male,0,,0,0,0,0,2647,7.225,0,,C
365,0,3,0,0,"O'Brien, Mr. Thomas",male,0,,0,1,1,0,370365,15.5,0,,Q
385,0,3,0,0,"Plotcharsky, Mr. Vasil",male,0,,0,0,0,0,349227,7.8958,0,,S
389,0,3,0,0,"Sadlier, Mr. Matthew",male,0,,0,0,0,0,367655,7.7292,0,,Q
410,0,3,0,0,"Lefebre, Miss. Ida",female,1,,0,1,3,1,4133,25.4667,1,,S
411,0,3,0,0,"Sdycoff, Mr. Todor",male,0,,0,0,0,0,349222,7.8958,0,,S
412,0,3,0,0,"Hart, Mr. Henry",male,0,,0,0,0,0,394140,6.8583,0,,Q
416,0,3,0,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,1,,0,1,0,0,343095,8.05,0,,S
421,0,3,0,0,"Gheorgheff, Mr. Stanio",male,0,,0,0,0,0,349254,7.8958,0,,C
426,0,3,0,0,"Wiseman, Mr. Phillippe",male,0,,0,0,0,0,A/4. 34244,7.25,0,,S
429,0,3,0,0,"Flynn, Mr. James",male,0,,0,0,0,0,364851,7.75,0,,Q
452,0,3,0,0,"Hagland, Mr. Ingvald Olai Olsen",male,0,,0,1,1,0,65303,19.9667,0,,S
455,0,3,0,0,"Peduzzi, Mr. Joseph",male,0,,0,0,0,0,A/5 2817,8.05,0,,S
460,0,3,0,0,"O'Connor, Mr. Maurice",male,0,,0,0,0,0,371060,7.75,0,,Q
465,0,3,0,0,"Maisner, Mr. Simon",male,0,,0,0,0,0,A/S 2816,8.05,0,,S
469,0,3,0,0,"Scanlan, Mr. James",male,0,,0,0,0,0,36209,7.725,0,,Q
471,0,3,0,0,"Keefe, Mr. Arthur",male,0,,0,0,0,0,323592,7.25,0,,S
486,0,3,0,0,"Lefebre, Miss. Jeannie",female,1,,0,1,3,1,4133,25.4667,1,,S
491,0,3,0,0,"Hagland, Mr. Konrad Mathias Reiersen",male,0,,0,1,1,0,65304,19.9667,0,,S
496,0,3,0,0,"Yousseff, Mr. Gerious",male,0,,0,0,0,0,2627,14.4583,0,,C
498,0,3,0,0,"Shellard, Mr. Frederick William",male,0,,0,0,0,0,C.A. 6212,15.1,0,,S
503,0,3,0,0,"O'Sullivan, Miss. Bridget Mary",female,1,,0,1,0,0,330909,7.6292,0,,Q
512,0,3,0,0,"Webber, Mr. James",male,0,,0,0,0,0,SOTON/OQ 3101316,8.05,0,,S
518,0,3,0,0,"Ryan, Mr. Patrick",male,0,,0,0,0,0,371110,24.15,0,,Q
523,0,3,0,0,"Lahoud, Mr. Sarkis",male,0,,0,0,0,0,2624,7.225,0,,C
525,0,3,0,0,"Kassem, Mr. Fared",male,0,,0,0,0,0,2700,7.2292,0,,C
532,0,3,0,0,"Toufik, Mr. Nakli",male,0,,0,0,0,0,2641,7.2292,0,,C
539,0,3,0,0,"Risien, Mr. Samuel Beard",male,0,,0,0,0,0,364498,14.5,0,,S
553,0,3,0,0,"O'Brien, Mr. Timothy",male,0,,0,0,0,0,330979,7.8292,0,,Q
561,0,3,0,0,"Morrow, Mr. Thomas Rowan",male,0,,0,0,0,0,372622,7.75,0,,Q
564,0,3,0,0,"Simmons, Mr. John",male,0,,0,0,0,0,SOTON/OQ 392082,8.05,0,,S
565,0,3,0,0,"Meanwell, Miss. (Marion Ogden)",female,1,,0,1,0,0,SOTON/O.Q. 392087,8.05,0,,S
569,0,3,0,0,"Doharr, Mr. Tannous",male,0,,0,0,0,0,2686,7.2292,0,,C
579,0,3,0,0,"Caram, Mrs. Joseph (Maria Elias)",female,1,,0,1,1,0,2689,14.4583,0,,C
585,0,3,0,0,"Paulner, Mr. Uscher",male,0,,0,0,0,0,3411,8.7125,0,,C
590,0,3,0,0,"Murdlin, Mr. Joseph",male,0,,0,0,0,0,A./5. 3235,8.05,0,,S
594,0,3,0,0,"Bourke, Miss. Mary",female,1,,0,1,0,2,364848,7.75,0,,Q
599,0,3,0,0,"Boulos, Mr. Hanna",male,0,,0,0,0,0,2664,7.225,0,,C
602,0,3,0,0,"Slabenoff, Mr. Petco",male,0,,0,0,0,0,349214,7.8958,0,,S
612,0,3,0,0,"Jardin, Mr. Jose Neto",male,0,,0,0,0,0,SOTON/O.Q. 3101305,7.05,0,,S
614,0,3,0,0,"Horgan, Mr. John",male,0,,0,0,0,0,370377,7.75,0,,Q
630,0,3,0,0,"O'Connell, Mr. Patrick D",male,0,,0,0,0,0,334912,7.7333,0,,Q
640,0,3,0,0,"Thorneycroft, Mr. Percival",male,0,,0,1,1,0,376564,16.1,0,,S
649,0,3,0,0,"Willey, Mr. Edward",male,0,,0,0,0,0,S.O./P.P. 751,7.55,0,,S
651,0,3,0,0,"Mitkoff, Mr. Mito",male,0,,0,0,0,0,349221,7.8958,0,,S
657,0,3,0,0,"Radeff, Mr. Alexander",male,0,,0,0,0,0,349223,7.8958,0,,S
668,0,3,0,0,"Rommetvedt, Mr. Knud Paust",male,0,,0,0,0,0,312993,7.775,0,,S
681,0,3,0,0,"Peters, Miss. Katie",female,1,,0,1,0,0,330935,8.1375,0,,Q
719,0,3,0,0,"McEvoy, Mr. Michael",male,0,,0,0,0,0,36568,15.5,0,,Q
739,0,3,0,0,"Ivanoff, Mr. Kanio",male,0,,0,0,0,0,349201,7.8958,0,,S
740,0,3,0,0,"Nankoff, Mr. Minko",male,0,,0,0,0,0,349218,7.8958,0,,S
761,0,3,0,0,"Garfirth, Mr. John",male,0,,0,0,0,0,358585,14.5,0,,S
769,0,3,0,0,"Moran, Mr. Daniel J",male,0,,0,1,1,0,371110,24.15,0,,Q
774,0,3,0,0,"Elias, Mr. Dibo",male,0,,0,0,0,0,2674,7.225,0,,C
777,0,3,0,0,"Tobin, Mr. Roger",male,0,,0,0,0,0,383121,7.75,0,F38,Q
779,0,3,0,0,"Kilgannon, Mr. Thomas J",male,0,,0,0,0,0,36865,7.7375,0,,Q
784,0,3,0,0,"Johnston, Mr. Andrew G",male,0,,0,1,1,2,W./C. 6607,23.45,0,,S
791,0,3,0,0,"Keane, Mr. Andrew ""Andy""",male,0,,0,0,0,0,12460,7.75,0,,Q
793,0,3,0,0,"Sage, Miss. Stella Anna",female,1,,0,1,8,2,CA. 2343,69.55,1,,S
826,0,3,0,0,"Flynn, Mr. John",male,0,,0,0,0,0,368323,6.95,0,,Q
827,0,3,0,0,"Lam, Mr. Len",male,0,,0,0,0,0,1601,56.4958,1,,S
833,0,3,0,0,"Saad, Mr. Amin",male,0,,0,0,0,0,2671,7.2292,0,,C
838,0,3,0,0,"Sirota, Mr. Maurice",male,0,,0,0,0,0,392092,8.05,0,,S
847,0,3,0,0,"Sage, Mr. Douglas Bullen",male,0,,0,1,8,2,CA. 2343,69.55,1,,S
860,0,3,0,0,"Razi, Mr. Raihed",male,0,,0,0,0,0,2629,7.2292,0,,C
864,0,3,0,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,1,,0,1,8,2,CA. 2343,69.55,1,,S
869,0,3,0,0,"van Melkebeke, Mr. Philemon",male,0,,0,0,0,0,345777,9.5,0,,S
879,0,3,0,0,"Laleff, Mr. Kristo",male,0,,0,0,0,0,349217,7.8958,0,,S
889,0,3,0,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,1,,0,1,1,2,W./C. 6607,23.45,0,,S
